,DATE,TIMING,PEDESTRIANS,BICYCLISTS,CARS,BUSES,TRUCKS
0,2019-10-28,00:00:00,0,0,0,0,0
1,2019-10-28,00:15:00,0,0,0,0,0
2,2019-10-28,00:30:00,0,0,0,0,0
3,2019-10-28,00:45:00,0,0,0,0,0
4,2019-10-28,01:00:00,0,0,0,0,0
5,2019-10-28,01:15:00,0,0,0,0,0
6,2019-10-28,01:30:00,0,0,1,0,0
7,2019-10-28,01:45:00,0,0,0,0,0
8,2019-10-28,02:00:00,0,0,1,0,0
9,2019-10-28,02:15:00,0,0,0,0,0
10,2019-10-28,02:30:00,0,0,0,0,0
11,2019-10-28,02:45:00,0,0,1,0,0
12,2019-10-28,03:00:00,0,0,0,0,0
13,2019-10-28,03:15:00,0,0,0,0,0
14,2019-10-28,03:30:00,0,0,0,0,0
15,2019-10-28,03:45:00,0,0,0,0,0
16,2019-10-28,04:00:00,0,0,0,0,0
17,2019-10-28,04:15:00,0,0,0,0,0
18,2019-10-28,04:30:00,0,0,0,0,0
19,2019-10-28,04:45:00,0,0,0,0,0
20,2019-10-28,05:00:00,0,0,0,0,0
21,2019-10-28,05:15:00,0,0,1,0,0
22,2019-10-28,05:30:00,2,3,1,0,0
23,2019-10-28,05:45:00,0,0,0,0,0
24,2019-10-28,06:00:00,0,0,4,0,0
25,2019-10-28,06:15:00,0,0,0,0,0
26,2019-10-28,06:30:00,0,0,2,0,0
27,2019-10-28,06:45:00,2,0,2,0,0
28,2019-10-28,07:00:00,1,1,15,1,0
29,2019-10-28,07:15:00,1,0,75,4,5
30,2019-10-28,07:30:00,2,0,100,3,5
31,2019-10-28,07:45:00,3,0,149,7,6
32,2019-10-28,08:00:00,5,0,134,2,6
33,2019-10-28,08:15:00,12,1,98,4,3
34,2019-10-28,08:30:00,6,0,141,4,3
35,2019-10-28,08:45:00,0,0,149,4,1
36,2019-10-28,09:00:00,4,2,136,1,1
37,2019-10-28,09:15:00,2,0,131,5,5
38,2019-10-28,09:30:00,11,1,189,1,6
39,2019-10-28,09:45:00,11,4,153,7,5
40,2019-10-28,10:00:00,8,1,128,1,5
41,2019-10-28,10:15:00,9,1,111,2,4
42,2019-10-28,10:30:00,1,0,151,2,2
43,2019-10-28,10:45:00,8,1,155,1,7
44,2019-10-28,11:00:00,5,4,129,2,8
45,2019-10-28,11:15:00,3,1,83,2,6
46,2019-10-28,11:30:00,2,3,110,3,6
47,2019-10-28,11:45:00,5,0,127,1,3
48,2019-10-28,12:00:00,6,1,119,1,11
49,2019-10-28,12:15:00,2,2,99,3,6
50,2019-10-28,12:30:00,4,5,89,1,6
51,2019-10-28,12:45:00,3,1,108,3,4
52,2019-10-28,13:00:00,6,0,99,1,3
53,2019-10-28,13:15:00,3,1,88,4,3
54,2019-10-28,13:30:00,1,0,93,0,1
55,2019-10-28,13:45:00,6,0,109,2,3
56,2019-10-28,14:00:00,7,3,127,5,13
57,2019-10-28,14:15:00,8,1,56,2,8
58,2019-10-28,14:30:00,6,7,80,1,1
59,2019-10-28,14:45:00,7,0,89,1,1
60,2019-10-28,15:00:00,13,1,109,3,2
61,2019-10-28,15:15:00,7,1,102,4,5
62,2019-10-28,15:30:00,5,2,62,4,2
63,2019-10-28,15:45:00,0,1,67,2,1
64,2019-10-28,16:00:00,1,0,47,0,0
65,2019-10-28,16:15:00,6,3,67,1,0
66,2019-10-28,16:30:00,7,3,68,3,0
67,2019-10-28,16:45:00,3,0,64,0,0
68,2019-10-28,17:00:00,1,5,69,2,0
69,2019-10-28,17:15:00,13,1,99,2,0
70,2019-10-28,17:30:00,5,0,122,3,2
71,2019-10-28,17:45:00,14,14,133,4,6
72,2019-10-28,18:00:00,5,0,187,1,2
73,2019-10-28,18:15:00,5,0,186,3,6
74,2019-10-28,18:30:00,0,2,40,0,0
75,2019-10-28,18:45:00,0,0,5,0,0
76,2019-10-28,19:00:00,0,0,2,0,0
77,2019-10-28,19:15:00,0,0,7,0,0
78,2019-10-28,19:30:00,0,0,2,0,0
79,2019-10-28,19:45:00,0,0,7,0,0
80,2019-10-28,20:00:00,0,0,2,0,0
81,2019-10-28,20:15:00,1,1,2,0,1
82,2019-10-28,20:30:00,0,0,3,0,0
83,2019-10-28,20:45:00,0,0,1,0,0
84,2019-10-28,21:00:00,0,0,1,0,0
85,2019-10-28,21:15:00,0,0,2,0,0
86,2019-10-28,21:30:00,0,0,4,0,0
87,2019-10-28,21:45:00,0,0,2,0,0
88,2019-10-28,22:00:00,1,0,2,0,0
89,2019-10-28,22:15:00,2,0,1,0,0
90,2019-10-28,22:30:00,0,1,0,0,0
91,2019-10-28,22:45:00,0,0,0,0,0
92,2019-10-28,23:00:00,0,0,0,0,0
93,2019-10-28,23:15:00,0,0,2,0,0
94,2019-10-28,23:30:00,0,0,0,0,0
95,2019-10-28,23:45:00,0,0,0,0,0
96,2019-10-29,00:00:00,0,0,0,0,0
97,2019-10-29,00:15:00,0,0,0,0,0
98,2019-10-29,00:30:00,0,0,0,0,0
99,2019-10-29,00:45:00,0,0,0,0,0
100,2019-10-29,01:00:00,0,0,0,0,0
101,2019-10-29,01:15:00,0,0,0,0,0
102,2019-10-29,01:30:00,0,0,0,0,0
103,2019-10-29,01:45:00,0,0,0,0,0
104,2019-10-29,02:00:00,0,0,0,0,0
105,2019-10-29,02:15:00,0,0,0,0,0
106,2019-10-29,02:30:00,0,0,0,0,0
107,2019-10-29,02:45:00,0,0,0,0,0
108,2019-10-29,03:00:00,0,0,0,0,0
109,2019-10-29,03:15:00,0,0,0,0,0
110,2019-10-29,03:30:00,0,0,0,0,0
111,2019-10-29,03:45:00,0,0,0,0,0
112,2019-10-29,04:00:00,0,0,1,0,0
113,2019-10-29,04:15:00,0,0,0,0,0
114,2019-10-29,04:30:00,0,0,0,0,0
115,2019-10-29,04:45:00,0,0,0,0,0
116,2019-10-29,05:00:00,0,0,0,0,0
117,2019-10-29,05:15:00,0,0,0,0,0
118,2019-10-29,05:30:00,0,0,0,0,0
119,2019-10-29,05:45:00,0,0,0,0,0
120,2019-10-29,06:00:00,0,0,2,0,0
121,2019-10-29,06:15:00,0,0,1,0,0
122,2019-10-29,06:30:00,0,0,1,0,0
123,2019-10-29,06:45:00,5,2,2,0,0
124,2019-10-29,07:00:00,0,0,18,0,0
125,2019-10-29,07:15:00,3,0,54,2,4
126,2019-10-29,07:30:00,11,0,102,3,6
127,2019-10-29,07:45:00,5,1,128,8,9
128,2019-10-29,08:00:00,28,6,157,4,10
129,2019-10-29,08:15:00,1,0,178,6,5
130,2019-10-29,08:30:00,16,1,201,5,1
131,2019-10-29,08:45:00,20,9,273,3,10
132,2019-10-29,09:00:00,12,0,360,1,3
133,2019-10-29,09:15:00,25,0,255,4,9
134,2019-10-29,09:30:00,10,0,244,3,5
135,2019-10-29,09:45:00,20,9,146,5,6
136,2019-10-29,10:00:00,11,1,105,1,8
137,2019-10-29,10:15:00,11,2,163,2,2
138,2019-10-29,10:30:00,11,0,260,2,14
139,2019-10-29,10:45:00,9,1,226,3,8
140,2019-10-29,11:00:00,12,4,147,4,7
141,2019-10-29,11:15:00,4,0,95,1,8
142,2019-10-29,11:30:00,5,2,134,5,7
143,2019-10-29,11:45:00,12,2,128,1,3
144,2019-10-29,12:00:00,10,1,198,1,9
145,2019-10-29,12:15:00,15,0,191,3,7
146,2019-10-29,12:30:00,15,8,136,1,8
147,2019-10-29,12:45:00,2,0,142,3,2
148,2019-10-29,13:00:00,12,0,156,2,11
149,2019-10-29,13:15:00,22,4,144,5,6
150,2019-10-29,13:30:00,10,0,189,1,5
151,2019-10-29,13:45:00,15,4,167,3,10
152,2019-10-29,14:00:00,22,1,155,6,9
153,2019-10-29,14:15:00,21,1,148,3,6
154,2019-10-29,14:30:00,5,1,161,1,10
155,2019-10-29,14:45:00,6,2,132,3,9
156,2019-10-29,15:00:00,17,3,146,3,7
157,2019-10-29,15:15:00,22,0,214,3,6
158,2019-10-29,15:30:00,17,20,188,3,13
159,2019-10-29,15:45:00,28,7,173,5,6
160,2019-10-29,16:00:00,23,1,188,1,10
161,2019-10-29,16:15:00,9,0,207,7,5
162,2019-10-29,16:30:00,14,3,189,3,5
163,2019-10-29,16:45:00,49,31,263,2,7
164,2019-10-29,17:00:00,24,5,268,5,9
165,2019-10-29,17:15:00,24,14,241,5,6
166,2019-10-29,17:30:00,14,4,185,4,4
167,2019-10-29,17:45:00,8,2,192,3,4
168,2019-10-29,18:00:00,13,1,214,2,4
169,2019-10-29,18:15:00,9,1,214,2,2
170,2019-10-29,18:30:00,0,0,35,0,0
171,2019-10-29,18:45:00,0,0,11,1,2
172,2019-10-29,19:00:00,0,0,5,0,0
173,2019-10-29,19:15:00,1,0,4,0,0
174,2019-10-29,19:30:00,0,0,5,0,0
175,2019-10-29,19:45:00,1,0,5,0,0
176,2019-10-29,20:00:00,1,0,2,0,0
177,2019-10-29,20:15:00,2,0,5,0,0
178,2019-10-29,20:30:00,0,0,3,0,0
179,2019-10-29,20:45:00,0,0,3,0,0
180,2019-10-29,21:00:00,0,0,2,0,0
181,2019-10-29,21:15:00,0,0,3,1,0
182,2019-10-29,21:30:00,0,0,5,0,0
183,2019-10-29,21:45:00,0,0,1,0,0
184,2019-10-29,22:00:00,0,0,1,0,0
185,2019-10-29,22:15:00,0,0,0,0,0
186,2019-10-29,22:30:00,0,0,1,0,0
187,2019-10-29,22:45:00,0,0,1,0,0
188,2019-10-29,23:00:00,0,0,0,0,0
189,2019-10-29,23:15:00,0,0,1,0,0
190,2019-10-29,23:30:00,0,0,1,0,0
191,2019-10-29,23:45:00,0,0,0,0,0
192,2019-10-30,00:00:00,0,0,0,0,0
193,2019-10-30,00:15:00,0,0,0,0,0
194,2019-10-30,00:30:00,0,0,0,0,0
195,2019-10-30,00:45:00,0,0,0,0,0
196,2019-10-30,01:00:00,0,0,0,0,0
197,2019-10-30,01:15:00,0,0,0,0,0
198,2019-10-30,01:30:00,0,0,1,0,0
199,2019-10-30,01:45:00,0,0,0,0,0
200,2019-10-30,02:00:00,0,0,1,0,0
201,2019-10-30,02:15:00,0,0,0,0,0
202,2019-10-30,02:30:00,0,0,0,0,0
203,2019-10-30,02:45:00,0,0,0,0,0
204,2019-10-30,03:00:00,0,0,0,0,0
205,2019-10-30,03:15:00,0,0,0,0,0
206,2019-10-30,03:30:00,0,0,0,0,0
207,2019-10-30,03:45:00,0,0,0,0,0
208,2019-10-30,04:00:00,0,0,0,0,0
209,2019-10-30,04:15:00,0,0,0,0,0
210,2019-10-30,04:30:00,0,0,0,0,0
211,2019-10-30,04:45:00,0,0,1,0,0
212,2019-10-30,05:00:00,0,0,0,0,0
213,2019-10-30,05:15:00,0,0,0,0,0
214,2019-10-30,05:30:00,1,0,0,0,0
215,2019-10-30,05:45:00,0,0,0,0,0
216,2019-10-30,06:00:00,1,0,0,0,0
217,2019-10-30,06:15:00,0,0,1,0,0
218,2019-10-30,06:30:00,0,0,2,0,0
219,2019-10-30,06:45:00,3,0,6,0,0
220,2019-10-30,07:00:00,3,0,12,0,0
221,2019-10-30,07:15:00,2,2,52,1,3
222,2019-10-30,07:30:00,1,0,130,4,8
223,2019-10-30,07:45:00,14,5,178,7,6
224,2019-10-30,08:00:00,17,0,165,2,5
225,2019-10-30,08:15:00,6,0,182,4,7
226,2019-10-30,08:30:00,16,3,254,6,6
227,2019-10-30,08:45:00,13,3,289,3,17
228,2019-10-30,09:00:00,16,0,305,2,13
229,2019-10-30,09:15:00,6,4,231,5,12
230,2019-10-30,09:30:00,22,3,263,1,10
231,2019-10-30,09:45:00,37,1,250,4,17
232,2019-10-30,10:00:00,45,2,248,2,12
233,2019-10-30,10:15:00,43,0,210,2,10
234,2019-10-30,10:30:00,20,0,196,2,6
235,2019-10-30,10:45:00,32,1,219,4,12
236,2019-10-30,11:00:00,25,1,159,5,14
237,2019-10-30,11:15:00,50,14,148,0,9
238,2019-10-30,11:30:00,25,12,185,3,10
239,2019-10-30,11:45:00,26,2,192,2,6
240,2019-10-30,12:00:00,18,3,142,2,14
241,2019-10-30,12:15:00,19,1,168,6,1
242,2019-10-30,12:30:00,10,6,182,0,9
243,2019-10-30,12:45:00,9,1,165,4,4
244,2019-10-30,13:00:00,14,3,120,4,3
245,2019-10-30,13:15:00,21,1,153,6,14
246,2019-10-30,13:30:00,10,3,171,0,7
247,2019-10-30,13:45:00,5,0,196,4,5
248,2019-10-30,14:00:00,12,1,161,5,15
249,2019-10-30,14:15:00,1,1,122,0,6
250,2019-10-30,14:30:00,16,0,137,4,4
251,2019-10-30,14:45:00,13,0,131,4,15
252,2019-10-30,15:00:00,18,9,209,4,10
253,2019-10-30,15:15:00,17,1,191,3,10
254,2019-10-30,15:30:00,19,1,172,4,10
255,2019-10-30,15:45:00,19,1,181,4,6
256,2019-10-30,16:00:00,8,0,189,3,13
257,2019-10-30,16:15:00,22,3,187,5,6
258,2019-10-30,16:30:00,17,0,177,5,9
259,2019-10-30,16:45:00,30,2,244,3,11
260,2019-10-30,17:00:00,14,0,322,1,11
261,2019-10-30,17:15:00,7,9,202,7,6
262,2019-10-30,17:30:00,4,4,271,4,11
263,2019-10-30,17:45:00,7,1,230,4,4
264,2019-10-30,18:00:00,6,0,268,2,2
265,2019-10-30,18:15:00,3,0,123,0,2
266,2019-10-30,18:30:00,0,0,7,0,0
267,2019-10-30,18:45:00,0,0,8,0,0
268,2019-10-30,19:00:00,0,0,9,0,0
269,2019-10-30,19:15:00,0,0,8,0,0
270,2019-10-30,19:30:00,0,0,2,1,0
271,2019-10-30,19:45:00,0,0,16,0,0
272,2019-10-30,20:00:00,0,0,0,0,0
273,2019-10-30,20:15:00,0,0,0,0,0
274,2019-10-30,20:30:00,0,0,0,0,0
275,2019-10-30,20:45:00,0,0,0,0,0
276,2019-10-30,21:00:00,0,0,0,0,0
277,2019-10-30,21:15:00,0,0,0,0,0
278,2019-10-30,21:30:00,0,0,0,0,0
279,2019-10-30,21:45:00,0,0,0,0,0
280,2019-10-30,22:00:00,0,0,6,0,0
281,2019-10-30,22:15:00,0,0,3,0,0
282,2019-10-30,22:30:00,0,0,5,0,0
283,2019-10-30,22:45:00,0,0,4,0,0
284,2019-10-30,23:00:00,0,0,0,0,0
285,2019-10-30,23:15:00,0,0,0,0,0
286,2019-10-30,23:30:00,0,0,1,0,0
287,2019-10-30,23:45:00,0,0,0,0,0
288,2019-10-31,00:00:00,0,0,2,0,0
289,2019-10-31,00:15:00,0,0,1,0,0
290,2019-10-31,00:30:00,0,0,0,0,0
291,2019-10-31,00:45:00,0,0,3,0,0
292,2019-10-31,01:00:00,0,0,1,0,0
293,2019-10-31,01:15:00,0,0,0,0,0
294,2019-10-31,01:30:00,0,0,1,0,0
295,2019-10-31,01:45:00,0,0,1,0,0
296,2019-10-31,02:00:00,0,0,0,0,0
297,2019-10-31,02:15:00,0,0,0,0,0
298,2019-10-31,02:30:00,0,0,0,0,0
299,2019-10-31,02:45:00,0,0,0,0,0
300,2019-10-31,03:00:00,0,0,0,0,0
301,2019-10-31,03:15:00,0,0,0,0,0
302,2019-10-31,03:30:00,0,0,0,0,0
303,2019-10-31,03:45:00,0,0,0,0,0
304,2019-10-31,04:00:00,0,0,0,0,0
305,2019-10-31,04:15:00,0,0,0,0,0
306,2019-10-31,04:30:00,0,0,2,0,0
307,2019-10-31,04:45:00,0,0,0,0,0
308,2019-10-31,05:00:00,0,0,1,0,0
309,2019-10-31,05:15:00,0,0,1,0,0
310,2019-10-31,05:30:00,0,0,0,0,0
311,2019-10-31,05:45:00,0,0,0,0,0
312,2019-10-31,06:00:00,0,0,0,0,0
313,2019-10-31,06:15:00,0,0,3,0,2
314,2019-10-31,06:30:00,0,0,1,0,0
315,2019-10-31,06:45:00,2,0,3,0,2
316,2019-10-31,07:00:00,0,0,3,0,0
317,2019-10-31,07:15:00,1,1,66,3,1
318,2019-10-31,07:30:00,5,0,90,2,3
319,2019-10-31,07:45:00,5,1,153,6,7
320,2019-10-31,08:00:00,8,5,111,5,6
321,2019-10-31,08:15:00,0,0,153,3,6
322,2019-10-31,08:30:00,1,0,198,5,9
323,2019-10-31,08:45:00,9,4,211,7,10
324,2019-10-31,09:00:00,18,3,337,3,11
325,2019-10-31,09:15:00,14,0,292,3,7
326,2019-10-31,09:30:00,6,0,202,2,9
327,2019-10-31,09:45:00,15,0,189,6,4
328,2019-10-31,10:00:00,14,3,131,1,7
329,2019-10-31,10:15:00,7,0,198,3,8
330,2019-10-31,10:30:00,1,1,192,3,4
331,2019-10-31,10:45:00,11,2,225,2,10
332,2019-10-31,11:00:00,4,1,177,8,8
333,2019-10-31,11:15:00,6,0,134,0,6
334,2019-10-31,11:30:00,0,0,129,3,11
335,2019-10-31,11:45:00,2,0,102,3,11
336,2019-10-31,12:00:00,6,0,201,1,10
337,2019-10-31,12:15:00,10,0,225,3,10
338,2019-10-31,12:30:00,8,8,220,2,8
339,2019-10-31,12:45:00,8,3,165,2,10
340,2019-10-31,13:00:00,5,1,136,4,19
341,2019-10-31,13:15:00,5,2,120,4,12
342,2019-10-31,13:30:00,3,2,155,4,9
343,2019-10-31,13:45:00,5,0,178,3,17
344,2019-10-31,14:00:00,8,0,164,4,9
345,2019-10-31,14:15:00,6,0,156,3,9
346,2019-10-31,14:30:00,10,0,166,2,10
347,2019-10-31,14:45:00,4,0,118,3,5
348,2019-10-31,15:00:00,1,0,189,2,14
349,2019-10-31,15:15:00,12,6,232,4,19
350,2019-10-31,15:30:00,8,3,192,2,13
351,2019-10-31,15:45:00,4,1,149,6,14
352,2019-10-31,16:00:00,7,2,157,3,5
353,2019-10-31,16:15:00,5,0,173,5,10
354,2019-10-31,16:30:00,3,2,225,4,4
355,2019-10-31,16:45:00,10,3,214,4,14
356,2019-10-31,17:00:00,16,1,263,3,9
357,2019-10-31,17:15:00,5,0,204,6,7
358,2019-10-31,17:30:00,3,2,163,6,7
359,2019-10-31,17:45:00,14,2,181,2,7
360,2019-10-31,18:00:00,2,0,180,1,4
361,2019-10-31,18:15:00,8,6,150,4,8
362,2019-10-31,18:30:00,0,0,10,0,0
363,2019-10-31,18:45:00,0,0,4,0,0
364,2019-10-31,19:00:00,0,0,3,0,0
365,2019-10-31,19:15:00,2,0,1,0,0
366,2019-10-31,19:30:00,0,0,1,0,0
367,2019-10-31,19:45:00,0,0,5,0,0
368,2019-10-31,20:00:00,0,0,0,0,0
369,2019-10-31,20:15:00,0,0,0,0,0
370,2019-10-31,20:30:00,0,0,0,0,0
371,2019-10-31,20:45:00,0,0,0,0,0
372,2019-10-31,21:00:00,0,0,0,0,0
373,2019-10-31,21:15:00,0,0,0,0,0
374,2019-10-31,21:30:00,0,0,0,0,0
375,2019-10-31,21:45:00,0,0,0,0,0
376,2019-10-31,22:00:00,0,0,0,0,0
377,2019-10-31,22:15:00,0,0,0,0,0
378,2019-10-31,22:30:00,0,0,0,0,0
379,2019-10-31,22:45:00,0,0,0,0,0
380,2019-10-31,23:00:00,0,0,0,0,0
381,2019-10-31,23:15:00,0,0,0,0,0
382,2019-10-31,23:30:00,0,0,0,0,0
383,2019-10-31,23:45:00,0,0,0,0,0
384,2019-11-01,00:00:00,0,0,0,0,0
385,2019-11-01,00:15:00,0,0,0,0,0
386,2019-11-01,00:30:00,0,0,0,0,0
387,2019-11-01,00:45:00,0,0,0,0,0
388,2019-11-01,01:00:00,0,0,0,0,0
389,2019-11-01,01:15:00,0,0,0,0,0
390,2019-11-01,01:30:00,0,0,0,0,0
391,2019-11-01,01:45:00,0,0,0,0,0
392,2019-11-01,02:00:00,0,0,0,0,0
393,2019-11-01,02:15:00,0,0,0,0,0
394,2019-11-01,02:30:00,0,0,0,0,0
395,2019-11-01,02:45:00,0,0,0,0,0
396,2019-11-01,03:00:00,0,0,0,0,0
397,2019-11-01,03:15:00,0,0,0,0,0
398,2019-11-01,03:30:00,0,0,0,0,0
399,2019-11-01,03:45:00,0,0,0,0,0
400,2019-11-01,04:00:00,0,0,0,0,0
401,2019-11-01,04:15:00,0,0,0,0,0
402,2019-11-01,04:30:00,0,0,0,0,0
403,2019-11-01,04:45:00,0,0,0,0,0
404,2019-11-01,05:00:00,0,0,0,0,0
405,2019-11-01,05:15:00,0,0,0,0,0
406,2019-11-01,05:30:00,0,0,0,0,0
407,2019-11-01,05:45:00,1,0,0,0,0
408,2019-11-01,06:00:00,0,0,0,0,0
409,2019-11-01,06:15:00,0,0,2,0,0
410,2019-11-01,06:30:00,0,0,0,0,0
411,2019-11-01,06:45:00,1,0,1,0,1
412,2019-11-01,07:00:00,0,0,16,0,0
413,2019-11-01,07:15:00,0,0,50,2,0
414,2019-11-01,07:30:00,1,0,83,3,7
415,2019-11-01,07:45:00,3,0,89,7,3
416,2019-11-01,08:00:00,2,1,117,5,8
417,2019-11-01,08:15:00,3,0,141,3,1
418,2019-11-01,08:30:00,2,0,128,5,2
419,2019-11-01,08:45:00,6,4,192,1,5
420,2019-11-01,09:00:00,9,3,144,6,8
421,2019-11-01,09:15:00,2,0,116,3,4
422,2019-11-01,09:30:00,3,0,134,2,4
423,2019-11-01,09:45:00,0,0,157,4,4
424,2019-11-01,10:00:00,4,1,134,1,4
425,2019-11-01,10:15:00,5,4,120,2,11
426,2019-11-01,10:30:00,5,1,116,4,9
427,2019-11-01,10:45:00,3,1,140,3,8
428,2019-11-01,11:00:00,3,0,103,3,4
429,2019-11-01,11:15:00,6,0,89,3,6
430,2019-11-01,11:30:00,5,1,102,3,5
431,2019-11-01,11:45:00,3,0,147,1,4
432,2019-11-01,12:00:00,0,0,172,1,6
433,2019-11-01,12:15:00,4,8,142,3,8
434,2019-11-01,12:30:00,2,0,112,1,8
435,2019-11-01,12:45:00,5,1,126,2,12
436,2019-11-01,13:00:00,1,4,133,1,10
437,2019-11-01,13:15:00,7,0,119,4,4
438,2019-11-01,13:30:00,0,0,102,0,5
439,2019-11-01,13:45:00,4,6,96,3,10
440,2019-11-01,14:00:00,7,0,61,2,2
441,2019-11-01,14:15:00,8,2,60,3,4
442,2019-11-01,14:30:00,10,2,77,1,2
443,2019-11-01,14:45:00,11,2,76,1,2
444,2019-11-01,15:00:00,2,0,61,3,3
445,2019-11-01,15:15:00,3,1,57,0,3
446,2019-11-01,15:30:00,9,3,61,0,1
447,2019-11-01,15:45:00,3,0,64,2,3
448,2019-11-01,16:00:00,0,0,70,0,0
449,2019-11-01,16:15:00,3,3,59,1,1
450,2019-11-01,16:30:00,8,1,60,1,0
451,2019-11-01,16:45:00,3,0,70,0,0
452,2019-11-01,17:00:00,7,0,61,2,0
453,2019-11-01,17:15:00,3,0,86,2,0
454,2019-11-01,17:30:00,9,0,86,2,0
455,2019-11-01,17:45:00,6,0,136,4,6
456,2019-11-01,18:00:00,4,1,116,0,2
457,2019-11-01,18:15:00,2,3,82,3,0
458,2019-11-01,18:30:00,0,0,30,0,0
459,2019-11-01,18:45:00,0,0,4,0,0
460,2019-11-01,19:00:00,0,0,4,0,0
461,2019-11-01,19:15:00,0,0,5,0,0
462,2019-11-01,19:30:00,0,0,6,0,0
463,2019-11-01,19:45:00,0,0,2,0,0
464,2019-11-01,20:00:00,1,0,7,0,0
465,2019-11-01,20:15:00,0,0,7,0,0
466,2019-11-01,20:30:00,0,0,4,0,0
467,2019-11-01,20:45:00,0,0,1,0,0
468,2019-11-01,21:00:00,0,0,4,0,0
469,2019-11-01,21:15:00,0,0,4,0,0
470,2019-11-01,21:30:00,0,0,2,0,0
471,2019-11-01,21:45:00,0,0,5,0,0
472,2019-11-01,22:00:00,0,0,2,0,0
473,2019-11-01,22:15:00,0,0,0,0,0
474,2019-11-01,22:30:00,0,0,1,0,0
475,2019-11-01,22:45:00,0,0,3,0,0
476,2019-11-01,23:00:00,0,0,2,0,0
477,2019-11-01,23:15:00,0,0,2,0,0
478,2019-11-01,23:30:00,0,0,1,0,0
479,2019-11-01,23:45:00,0,0,0,0,0
480,2019-11-02,00:00:00,1,0,0,0,0
481,2019-11-02,00:15:00,0,0,3,0,0
482,2019-11-02,00:30:00,0,0,1,0,0
483,2019-11-02,00:45:00,0,0,1,0,0
484,2019-11-02,01:00:00,0,0,0,0,0
485,2019-11-02,01:15:00,0,0,2,0,0
486,2019-11-02,01:30:00,0,0,0,0,0
487,2019-11-02,01:45:00,10,0,0,0,0
488,2019-11-02,02:00:00,29,0,7,0,0
489,2019-11-02,02:15:00,52,0,5,0,13
490,2019-11-02,02:30:00,24,1,8,4,2
491,2019-11-02,02:45:00,9,0,5,0,0
492,2019-11-02,03:00:00,0,0,0,0,0
493,2019-11-02,03:15:00,0,0,1,0,0
494,2019-11-02,03:30:00,0,0,1,0,0
495,2019-11-02,03:45:00,0,0,0,0,0
496,2019-11-02,04:00:00,0,0,0,0,0
497,2019-11-02,04:15:00,0,0,0,0,0
498,2019-11-02,04:30:00,0,0,0,0,0
499,2019-11-02,04:45:00,0,0,1,0,0
500,2019-11-02,05:00:00,0,0,0,0,0
501,2019-11-02,05:15:00,0,0,0,0,0
502,2019-11-02,05:30:00,0,0,1,0,0
503,2019-11-02,05:45:00,0,0,0,0,0
504,2019-11-02,06:00:00,1,0,0,0,0
505,2019-11-02,06:15:00,0,0,0,0,0
506,2019-11-02,06:30:00,0,0,1,0,0
507,2019-11-02,06:45:00,1,0,1,0,0
508,2019-11-02,07:00:00,0,0,9,0,0
509,2019-11-02,07:15:00,0,0,38,0,2
510,2019-11-02,07:30:00,2,1,84,0,0
511,2019-11-02,07:45:00,3,0,97,0,4
512,2019-11-02,08:00:00,6,1,134,2,2
513,2019-11-02,08:15:00,1,0,109,3,3
514,2019-11-02,08:30:00,9,0,125,2,3
515,2019-11-02,08:45:00,11,0,145,2,4
516,2019-11-02,09:00:00,17,0,202,1,6
517,2019-11-02,09:15:00,39,8,290,2,5
518,2019-11-02,09:30:00,33,2,312,1,7
519,2019-11-02,09:45:00,47,3,314,0,12
520,2019-11-02,10:00:00,63,12,344,0,5
521,2019-11-02,10:15:00,84,9,364,1,17
522,2019-11-02,10:30:00,305,43,376,0,12
523,2019-11-02,10:45:00,334,46,341,0,6
524,2019-11-02,11:00:00,77,12,334,0,9
525,2019-11-02,11:15:00,69,5,404,0,15
526,2019-11-02,11:30:00,97,13,290,0,8
527,2019-11-02,11:45:00,83,3,243,0,9
528,2019-11-02,12:00:00,44,3,230,3,13
529,2019-11-02,12:15:00,87,9,156,0,5
530,2019-11-02,12:30:00,46,24,110,0,2
531,2019-11-02,12:45:00,20,4,103,0,2
532,2019-11-02,13:00:00,48,13,129,0,2
533,2019-11-02,13:15:00,29,0,106,0,4
534,2019-11-02,13:30:00,56,9,126,0,11
535,2019-11-02,13:45:00,38,7,118,0,7
536,2019-11-02,14:00:00,31,2,111,0,6
537,2019-11-02,14:15:00,45,10,139,0,4
538,2019-11-02,14:30:00,109,5,239,3,26
539,2019-11-02,14:45:00,60,12,280,0,40
540,2019-11-02,15:00:00,86,5,236,2,25
541,2019-11-02,15:15:00,163,33,191,2,18
542,2019-11-02,15:30:00,125,11,185,2,17
543,2019-11-02,15:45:00,32,2,196,0,7
544,2019-11-02,16:00:00,48,12,170,0,5
545,2019-11-02,16:15:00,57,9,155,1,5
546,2019-11-02,16:30:00,106,2,107,1,2
547,2019-11-02,16:45:00,31,1,111,0,1
548,2019-11-02,17:00:00,61,3,83,0,0
549,2019-11-02,17:15:00,20,0,73,1,4
550,2019-11-02,17:30:00,29,3,85,1,3
551,2019-11-02,17:45:00,7,0,174,0,7
552,2019-11-02,18:00:00,25,8,85,0,2
553,2019-11-02,18:15:00,3,0,98,0,0
554,2019-11-02,18:30:00,7,1,22,0,0
555,2019-11-02,18:45:00,0,0,4,0,0
556,2019-11-02,19:00:00,0,0,4,0,0
557,2019-11-02,19:15:00,1,0,7,0,0
